Date,Open,High,Low,Close,Volume
2014-01-31,24219,24824,23785,24210,418
2014-02-03,23706,23840,23636,23825,2498
2014-02-04,23800,23834,23660,23671,2592
2014-02-05,23710,23929,23710,23767,3364
2014-02-06,23760,23866,23730,23745,2412
2014-02-07,23785,23844,23765,23794,1850
2014-02-10,23820,23907,23810,23870,1744
2014-02-11,23906,23975,23906,23958,1911
2014-02-12,23931,23970,23887,23960,1128
2014-02-13,23965,24000,23928,23974,1215
2014-02-14,23982,24146,23960,24115,2063
2014-02-17,24197,24598,24170,24543,4277
2014-02-18,24689,24788,24427,24633,2799
2014-02-19,24580,24635,24446,24600,2157
2014-02-20,24583,24600,24463,24551,1268
2014-02-21,24549,24645,24478,24593,1118
2014-02-24,24600,25188,24550,25114,1282
2014-02-25,25151,25186,24957,25065,815
2014-02-26,24960,25250,24852,25151,776
2014-02-27,24482,24482,24482,24482,0
2014-02-28,24455,24585,24450,24492,2070
2014-03-03,24524,24849,24524,24838,3726
2014-03-04,24850,24850,24576,24615,3765
2014-03-05,24635,24724,24605,24654,2191
2014-03-06,24600,24685,24488,24661,2890
2014-03-07,24690,24750,24530,24619,2907
2014-03-10,24585,24648,24515,24619,2370
2014-03-11,24600,24755,24550,24723,3332
2014-03-12,24750,24920,24750,24896,2580
2014-03-13,24923,24980,24814,24962,2628
2014-03-14,24970,25160,24941,25080,2794
2014-03-17,25066,25131,25021,25071,876
2014-03-18,25040,25040,24930,24997,1751
2014-03-19,24974,25337,24885,25082,4045
2014-03-20,25045,25152,25005,25033,1901
2014-03-21,25003,25150,25000,25036,1116
2014-03-24,25003,25015,24768,24816,1454
2014-03-25,24775,24908,24121,24184,2833
2014-03-26,24186,24350,23762,24040,1199
2014-03-27,24041,24280,23870,24095,435
2014-03-28,23955,24499,23750,23946,646
2014-03-31,23899,24101,23240,23655,250
2014-04-01,23595,23740,23532,23652,2155
2014-04-02,23661,23800,23617,23781,2375
2014-04-03,23812,23927,23804,23898,1784
2014-04-04,23950,24028,23890,23987,1632
2014-04-05,23992,23992,23992,23992,0
2014-04-07,23970,24088,23950,24058,1270
2014-04-08,24090,24208,24090,24160,702
2014-04-09,24208,24227,24065,24098,1736
2014-04-10,24138,24334,24138,24316,2087
2014-04-11,24290,24340,24270,24313,1308
2014-04-14,24365,24449,24281,24427,747
2014-04-15,24400,24400,24000,24060,2502
2014-04-16,24040,24098,23800,23995,1627
2014-04-17,23910,24060,23910,24004,914
2014-04-21,23930,24000,23904,23963,741
2014-04-22,23990,23990,23501,23559,1318
2014-04-23,23574,23799,23245,23718,1240
2014-04-25,23746,23855,23647,23712,593
2014-04-27,23743,23743,23743,23743,0
2014-04-28,23747,23797,23629,23653,277
2014-04-29,23653,23680,23510,23525,553
2014-04-30,23815,23850,23725,23827,1486
2014-05-01,23800,23800,23675,23743,676
2014-05-02,23740,23890,23740,23811,2042
2014-05-05,23849,23860,23782,23815,1009
2014-05-06,23803,23830,23750,23761,1035
2014-05-07,23793,23825,23657,23681,1272
2014-05-08,23690,23830,23400,23465,1869
2014-05-09,23465,23699,23465,23611,2395
2014-05-12,23592,23674,23550,23632,1178
2014-05-13,23600,23600,23551,23571,737
2014-05-14,23589,23650,23589,23611,508
2014-05-15,23601,23601,23455,23483,973
2014-05-16,23425,23425,23260,23324,1161
2014-05-19,23260,23400,23260,23318,997
2014-05-20,23300,23350,23200,23218,791
2014-05-21,23101,23285,22522,22683,1890
2014-05-22,22599,22730,22300,22377,2704
2014-05-23,22304,22385,22114,22150,1635
2014-05-26,22110,22136,21800,21841,1341
2014-05-27,21820,21835,21186,21238,1104
2014-05-28,21124,21250,20920,21129,900
2014-05-29,21084,21155,20881,21117,356
2014-05-30,21244,21300,21004,21150,346
2014-06-02,21315,21367,21131,21162,1508
2014-06-03,21120,21170,21041,21129,1493
2014-06-04,21122,21221,21120,21170,1089
2014-06-05,21125,21260,21095,21238,1336
2014-06-06,21230,21290,21136,21160,1605
2014-06-09,21165,21224,21120,21201,1269
2014-06-10,21240,21330,21181,21311,1828
2014-06-11,21340,21390,21224,21300,5207
2014-06-12,21340,21450,21250,21435,1915
2014-06-13,21460,21688,21450,21665,1844
2014-06-16,21690,21999,21690,21846,2283
2014-06-17,21801,21855,21625,21827,2374
2014-06-18,21782,21920,21701,21831,2247
2014-06-19,21860,22399,21781,22264,3527
2014-06-20,22314,22500,22150,22250,2648
2014-06-23,22225,22350,22145,22213,1910
2014-06-24,22132,22430,22132,22299,1354
2014-06-25,22273,22630,22103,22574,1039
2014-06-26,22700,22700,22222,22473,614
2014-06-27,22410,22490,22296,22333,322
2014-06-30,22240,22464,22200,22322,364
2014-07-01,22550,22580,22500,22510,1471
2014-07-02,22504,22529,22450,22506,1259
2014-07-03,22460,22489,22380,22405,1438
2014-07-04,22430,22479,22386,22436,899
2014-07-07,22426,22426,22321,22345,1017
2014-07-08,22325,22423,22250,22362,1481
2014-07-09,22400,22447,22362,22384,1161
2014-07-10,22400,23055,22270,23019,5559
2014-07-11,22989,23025,22851,22925,1628
2014-07-12,22928,22928,22928,22928,0
2014-07-13,22928,22928,22928,22928,0
2014-07-14,23200,23200,22630,22661,2094
2014-07-15,22695,22745,22452,22562,1671
2014-07-16,22559,22598,22480,22527,1291
2014-07-17,22563,22950,22551,22816,2351
2014-07-18,22800,22845,22700,22738,1131
2014-07-20,22727,22727,22727,22727,0
2014-07-21,22755,22827,22721,22746,882
2014-07-22,22721,22733,22650,22675,994
2014-07-23,22719,22720,22615,22644,666
2014-07-24,22604,22632,22400,22460,984
2014-07-25,22411,22551,22400,22520,883
2014-07-27,22535,22535,22535,22535,0
2014-07-28,22599,22755,22451,22536,560
2014-07-29,22540,22630,22401,22604,154
2014-07-30,22450,22620,22351,22507,346
2014-07-31,22520,22950,22365,22616,292
2014-08-01,22700,22830,22650,22809,1533
2014-08-04,22780,22820,22690,22724,1151
2014-08-05,22740,22750,22662,22721,869
2014-08-06,22750,23065,22740,22991,2309
2014-08-07,22955,23115,22950,23095,1568
2014-08-08,23124,23385,23000,23024,2316
2014-08-10,23027,23027,23027,23027,0
2014-08-11,23020,23045,22955,23016,987
2014-08-12,22991,23128,22973,23071,1241
2014-08-13,23110,23110,23001,23050,1138
2014-08-14,23011,23076,22942,22987,1168
2014-08-18,22950,22950,22800,22834,1025
2014-08-19,22840,22895,22800,22828,772
2014-08-20,22827,22856,22765,22791,877
2014-08-21,22776,22776,22600,22625,1346
2014-08-22,22591,22730,22560,22616,844
2014-08-25,22751,22751,22420,22482,676
2014-08-26,22481,22633,22481,22541,358
2014-08-27,22634,22634,22471,22511,228
2014-08-28,22531,22740,22025,22593,333
2014-08-29,22775,22779,22695,22752,456
2014-08-30,22768,22768,22768,22768,0
2014-09-01,22787,22790,22715,22761,671
2014-09-02,22721,22779,22451,22473,2615
2014-09-03,22480,22538,22350,22408,1811
2014-09-04,22408,22465,22327,22345,1299
2014-09-05,22399,22399,22270,22288,1030
2014-09-08,22303,22340,22124,22168,1304
2014-09-09,22204,22240,22110,22187,1780
2014-09-10,22240,22269,22151,22168,1367
2014-09-11,22199,22199,22032,22060,1623
2014-09-12,22031,22045,21915,21943,1531
2014-09-13,21915,21915,21915,21915,0
2014-09-15,21973,21999,21751,21833,2313
2014-09-16,21849,21877,21800,21829,1271
2014-09-17,21791,21840,21786,21826,953
2014-09-18,21780,21780,21565,21610,1605
2014-09-19,21565,21608,21451,21497,1610
2014-09-22,21405,21578,21215,21541,1548
2014-09-23,21510,21740,21443,21708,1649
2014-09-24,21738,21748,21490,21512,1292
2014-09-25,21411,21650,21200,21575,1168
2014-09-26,21580,21795,21326,21444,576
2014-09-27,21490,21490,21490,21490,0
2014-09-29,21400,21590,21400,21557,324
2014-09-30,21533,21600,21225,21387,362
2014-10-01,21680,21735,21589,21715,1174
2014-10-03,21607,21640,21425,21446,1193
2014-10-04,21445,21445,21445,21445,0
2014-10-05,21445,21445,21445,21445,0
2014-10-06,21459,21540,21450,21492,1004
2014-10-07,21467,21545,21460,21523,1711
2014-10-08,21562,21613,21500,21511,1615
2014-10-09,21595,21655,21552,21567,1973
2014-10-10,21551,21600,21510,21574,1012
2014-10-13,21592,21799,21592,21616,1594
2014-10-14,21680,21724,21618,21693,1265
2014-10-16,21699,21937,21699,21870,2208
2014-10-17,21850,21886,21752,21774,1252
2014-10-20,21788,21850,21750,21825,1064
2014-10-21,21821,21969,21821,21917,1421
2014-10-22,21923,21934,21820,21868,693
2014-10-23,21850,21850,21250,21250,675
2014-10-24,21570,21655,21270,21524,891
2014-10-27,21453,21560,21208,21457,1106
2014-10-28,21560,21560,21400,21455,719
2014-10-29,21547,21547,21200,21456,395
2014-10-30,21350,21365,21012,21047,465
2014-10-31,20757,21025,20521,20600,446
2014-11-03,20800,20823,20652,20804,1433
2014-11-04,20830,20840,20687,20735,658
2014-11-05,20740,20740,20250,20361,2731
2014-11-06,20359,20392,20281,20319,877
2014-11-07,20287,20673,20067,20642,3627
2014-11-10,20739,20739,20501,20525,1736
2014-11-11,20468,20600,20332,20570,1704
2014-11-12,20553,20643,20527,20563,1520
2014-11-13,20598,20637,20502,20561,1369
2014-11-14,20525,21099,20404,21036,3040
2014-11-16,21006,21006,21006,21006,0
2014-11-17,20984,21135,20925,20989,2416
2014-11-18,21036,21334,21017,21197,2243
2014-11-19,21205,21333,20976,21224,2511
2014-11-20,21152,21180,21040,21070,1627
2014-11-21,21137,21177,21021,21071,1739
2014-11-24,21035,21120,20851,20996,1011
2014-11-25,21046,21120,20966,21016,747
2014-11-26,20990,21098,20960,20988,255
2014-11-27,21094,21094,20801,20855,311
2014-11-28,21030,21030,20735,20746,452
2014-12-01,20750,21382,20370,21329,4445
2014-12-02,21243,21299,20950,21016,3194
2014-12-03,21045,21200,21015,21167,2326
2014-12-04,21140,21184,21060,21110,1957
2014-12-05,21082,21090,20938,20948,1983
2014-12-08,20950,21008,20937,20950,1221
2014-12-09,20975,21555,20975,21490,3936
2014-12-10,21448,21650,21428,21516,2781
2014-12-11,21525,21650,21415,21581,2757
2014-12-12,21555,21570,21425,21521,2407
2014-12-15,21421,21675,21401,21581,2345
2014-12-16,21520,21901,21330,21490,5264
2014-12-17,21494,21536,21280,21311,2316
2014-12-18,21281,21500,21180,21240,2576
2014-12-19,21233,21380,21210,21332,1885
2014-12-22,21330,21370,21090,21121,1915
2014-12-23,21149,21200,21050,21084,1929
2014-12-24,21030,21198,21001,21022,875
2014-12-26,21093,21350,21093,21328,1094
2014-12-29,21278,21340,20936,21050,444
2014-12-30,21149,21370,21050,21326,497
2014-12-31,21239,21350,21200,21230,318
2015-01-01,21390,21390,21288,21350,529
2015-01-02,21378,21390,21110,21321,3973
2015-01-05,21351,21525,21343,21506,3484
2015-01-06,21540,21845,21539,21810,4883
2015-01-07,21802,21802,21650,21675,2935
2015-01-08,21620,21620,21379,21415,3598
2015-01-09,21401,21477,21360,21448,2282
2015-01-12,21520,21625,21464,21574,2256
2015-01-13,21614,21710,21575,21624,2427
2015-01-14,21554,21750,21505,21694,2409
2015-01-15,21625,21950,21425,21917,6291
2015-01-16,21973,22130,21840,22075,3081
2015-01-17,22049,22049,22049,22049,0
2015-01-19,22070,22159,22027,22116,1614
2015-01-20,22082,22511,22082,22449,3093
2015-01-21,22371,22640,22310,22418,3218
2015-01-22,22372,22605,22340,22501,2093
2015-01-23,22451,22550,22375,22425,1231
2015-01-25,22450,22450,22450,22450,0
2015-01-27,22380,22650,22201,22583,687
2015-01-28,22532,22600,22225,22288,579
2015-01-29,22320,22340,21872,22021,273
2015-01-30,22052,22349,21943,22168,311
2015-02-02,22202,22333,22200,22235,1399
2015-02-03,22201,22348,22073,22110,2287
2015-02-04,22146,22240,22131,22162,1706
2015-02-05,22211,22282,22013,22091,2102
2015-02-06,22110,22189,21684,21736,3208
2015-02-09,21850,21870,21743,21840,1594
2015-02-10,21841,21841,21725,21768,1260
2015-02-11,21795,21795,21655,21683,1387
2015-02-12,21663,21715,21568,21592,1510
2015-02-13,21624,21730,21624,21679,1269
2015-02-16,21700,21750,21651,21678,739
2015-02-17,21646,21646,21401,21427,1025
2015-02-18,21425,21495,21351,21372,1079
2015-02-19,21425,21645,21420,21439,1156
2015-02-20,21345,21480,21345,21405,953
2015-02-21,21380,21380,21380,21380,0
2015-02-23,21311,21357,21076,21139,1017
2015-02-24,21224,21250,20865,20942,677
2015-02-25,20970,21094,20849,20902,395
2015-02-26,20920,21100,20920,20982,298
2015-02-27,21124,21125,20900,20922,230
2015-02-28,21216,21422,21115,21415,1877
2015-03-02,21382,21566,21382,21436,1642
2015-03-03,21447,21475,21382,21404,1194
2015-03-04,21388,21494,21356,21453,1088
2015-03-05,21460,21488,21380,21401,1143
2015-03-06,21401,21413,21125,21149,1280
2015-03-09,21194,21195,21026,21051,1996
2015-03-10,21022,21022,20900,20929,1908
2015-03-11,20957,20957,20731,20770,1870
2015-03-12,20796,20875,20715,20750,1582
2015-03-13,20780,20849,20773,20817,1584
2015-03-14,20848,20848,20848,20848,0
2015-03-16,20822,20855,20711,20732,1257
2015-03-17,20717,20749,20592,20636,1438
2015-03-18,20644,20674,20563,20612,1000
2015-03-19,20699,20790,20681,20751,1334
2015-03-20,20752,20925,20720,20894,1710
2015-03-23,20851,20939,20803,20891,836
2015-03-24,20881,21011,20834,20971,1071
2015-03-25,21000,21097,20931,21066,873
2015-03-26,21086,21390,21086,21219,602
2015-03-27,21094,21249,21016,21093,308
2015-03-30,21015,21129,20801,20864,190
2015-03-31,20631,20969,20631,20773,275
2015-04-01,20924,21248,20915,21224,1650
2015-04-02,21177,21230,21096,21149,697
2015-04-06,21210,21430,21210,21381,1994
2015-04-07,21311,21425,21302,21331,1324
2015-04-08,21293,21364,21186,21208,1191
2015-04-09,21168,21168,21030,21077,1462
2015-04-10,21130,21320,21082,21279,2136
2015-04-13,21250,21317,21216,21253,911
2015-04-14,21200,21200,21075,21154,1098
2015-04-15,21155,21281,21117,21257,1086
2015-04-16,21271,21315,21156,21172,1185
2015-04-17,21187,21288,21161,21269,974
2015-04-20,21319,21381,21280,21313,1204
2015-04-21,21350,21425,21310,21389,1134
2015-04-22,21323,21438,21240,21258,1266
2015-04-23,21251,21389,21251,21373,860
2015-04-24,21355,21400,21223,21250,640
2015-04-27,21251,21584,21208,21524,488
2015-04-28,21282,21567,21282,21531,259
2015-04-29,21500,21599,21400,21518,140
2015-04-30,21480,21601,21475,21510,179
2015-05-01,21474,21474,21305,21384,696
2015-05-04,21450,21565,21420,21522,1095
2015-05-05,21490,21600,21450,21541,1220
2015-05-06,21580,21623,21491,21541,1179
2015-05-07,21590,21618,21510,21539,1288
2015-05-08,21520,21584,21485,21521,930
2015-05-11,21524,21559,21465,21498,979
2015-05-12,21540,21738,21527,21675,1873
2015-05-13,21660,21995,21628,21952,2274
2015-05-14,21904,21993,21858,21897,1997
2015-05-15,21883,21908,21742,21887,1380
2015-05-18,21910,22074,21910,22015,1524
2015-05-19,21937,21967,21771,21806,1569
2015-05-20,21785,21833,21718,21800,871
2015-05-21,21786,21836,21665,21683,958
2015-05-22,21719,21780,21635,21653,1070
2015-05-25,21675,21789,21507,21705,670
2015-05-26,21663,21726,21551,21580,415
2015-05-27,21552,21620,21450,21476,134
2015-05-28,21500,21570,21300,21320,131
2015-05-29,21500,21500,21256,21321,178
2015-06-01,21540,21740,21490,21532,1614
2015-06-02,21517,21659,21517,21643,1101
2015-06-03,21641,21680,21575,21602,990
2015-06-04,21629,21639,21450,21470,1325
2015-06-05,21485,21497,21317,21379,1271
2015-06-08,21441,21441,21379,21403,683
2015-06-09,21415,21488,21411,21453,844
2015-06-10,21444,21581,21444,21531,948
2015-06-11,21502,21531,21440,21464,814
2015-06-12,21465,21520,21446,21473,619
2015-06-15,21490,21584,21415,21561,1083
2015-06-16,21540,21590,21476,21502,944
2015-06-17,21512,21520,21441,21468,597
2015-06-18,21491,21675,21490,21646,1380
2015-06-19,21635,21639,21581,21612,539
2015-06-22,21575,21590,21390,21427,1084
2015-06-23,21440,21465,21321,21346,698
2015-06-24,21325,21365,21220,21247,632
2015-06-25,21265,21277,21150,21201,907
2015-06-26,21180,21339,21166,21314,365
2015-06-29,21312,21489,21200,21274,250
2015-06-30,21235,21800,21031,21540,190
2015-07-01,21364,21365,21275,21290,821
2015-07-02,21265,21270,21130,21162,1532
2015-07-03,21165,21254,21165,21232,755
2015-07-06,21200,21245,21140,21211,883
2015-07-07,21184,21190,20800,20998,1827
2015-07-08,20999,21140,20860,21121,1639
2015-07-09,21119,21140,21018,21042,1120
2015-07-10,21097,21150,21039,21054,779
2015-07-13,21070,21070,20976,21019,810
2015-07-14,20991,21015,20951,20985,593
2015-07-15,20980,21009,20915,20941,889
2015-07-16,20930,20930,20855,20868,830
2015-07-17,20854,20881,20724,20744,840
2015-07-20,20720,20720,20250,20421,1557
2015-07-21,20349,20425,20305,20340,1050
2015-07-22,20250,20260,20171,20181,1231
2015-07-23,20240,20300,20189,20225,1190
2015-07-24,20149,20220,20056,20161,1100
2015-07-27,20200,20374,20200,20334,905
2015-07-28,20261,20447,20260,20413,338
2015-07-29,20455,20480,19925,19960,648
2015-07-30,20000,20176,19898,19916,205
2015-07-31,19850,19999,19810,19830,263
2015-08-03,20210,20300,20186,20197,940
2015-08-04,20160,20183,20091,20134,753
2015-08-05,20111,20149,20090,20103,591
2015-08-06,20090,20118,19947,20047,2109
2015-08-07,20020,20145,20000,20090,1386
2015-08-10,20075,20249,20075,20242,892
2015-08-11,20211,20480,20193,20404,1650
2015-08-12,20426,20848,20426,20827,2695
2015-08-13,20812,20829,20712,20784,1270
2015-08-14,20765,20790,20690,20714,956
2015-08-17,20740,20889,20740,20870,853
2015-08-18,20866,20896,20760,20817,997
2015-08-19,20800,20998,20740,20968,1315
2015-08-20,21002,21440,21002,21416,1946
2015-08-21,21440,21715,21440,21632,2172
2015-08-24,21630,21900,21630,21763,1694
2015-08-25,21672,21672,21206,21235,1247
2015-08-26,21232,21252,20885,20974,577
2015-08-27,20900,21068,20800,20879,274
2015-08-28,20990,21199,20901,21162,265
2015-08-31,21160,21200,21030,21102,144
2015-09-01,21420,21594,21411,21456,1374
2015-09-02,21430,21430,21313,21335,1289
2015-09-03,21360,21360,21166,21203,1645
2015-09-04,21211,21370,21211,21261,1268
2015-09-07,21284,21310,21244,21251,528
2015-09-08,21240,21250,21171,21220,913
2015-09-09,21234,21258,20982,21002,1289
2015-09-10,21089,21125,21007,21051,897
2015-09-11,21003,21079,20920,20981,731
2015-09-14,21011,21040,20939,20989,682
2015-09-15,20972,20984,20915,20939,510
2015-09-16,20932,21170,20912,21102,1292
2015-09-17,21080,21088,21030,21050,398
2015-09-18,21110,21268,21110,21199,1557
2015-09-21,21209,21258,21071,21087,999
2015-09-22,21111,21140,20998,21018,844
2015-09-23,21014,21164,20987,21151,1098
2015-09-24,21171,21439,21080,21388,1131
2015-09-25,21311,21311,21200,21285,304
2015-09-28,21275,21319,20950,21061,393
2015-09-29,21173,21173,20903,21011,258
2015-09-30,20950,21064,20701,20806,178
2015-10-01,20858,20934,20840,20885,1151
2015-10-05,20965,21176,20965,21099,1908
2015-10-06,21051,21330,21051,21250,1824
2015-10-07,21265,21339,21125,21188,1539
2015-10-08,21116,21178,21060,21141,1228
2015-10-09,21249,21262,21062,21239,1408
2015-10-12,21279,21395,21204,21325,1608
2015-10-13,21205,21431,21160,21415,1575
2015-10-14,21455,21649,21375,21576,2135
2015-10-15,21599,21700,21491,21619,2084
2015-10-16,21546,21578,21495,21520,1353
2015-10-19,21480,21480,21360,21395,1048
2015-10-20,21365,21509,21352,21494,982
2015-10-21,21544,21560,21370,21396,1015
2015-10-22,21425,21447,21342,21355,594
2015-10-23,21383,21450,21250,21276,1235
2015-10-26,21261,21289,21165,21225,564
2015-10-27,21211,21320,21210,21303,375
2015-10-28,21315,21483,21261,21432,339
2015-10-29,21096,21398,21096,21217,129
2015-10-30,21239,21300,21001,21102,191
2015-11-02,21249,21267,21151,21170,875
2015-11-03,21150,21200,20800,20851,1912
2015-11-04,20950,20950,20720,20751,2071
2015-11-05,20785,20952,20715,20777,1615
2015-11-06,20790,20796,20500,20533,1657
2015-11-09,20600,20680,20600,20619,1377
2015-11-10,20591,20612,20521,20543,1133
2015-11-11,20350,20697,20350,20450,381
2015-11-12,20431,20480,20301,20321,977
2015-11-13,20340,20390,20150,20355,867
2015-11-16,20399,20563,20301,20326,1644
2015-11-17,20362,20362,20066,20082,1506
2015-11-18,20052,20179,20050,20101,1273
2015-11-19,20140,20350,20116,20250,1586
2015-11-20,20275,20374,20200,20211,980
2015-11-23,20155,20155,20025,20104,1136
2015-11-24,20199,20232,20075,20116,818
2015-11-25,20116,20131,20055,20086,277
2015-11-26,20055,20190,20051,20127,429
2015-11-27,20148,20240,19903,19950,308
2015-11-30,19851,20320,19825,19864,427
2015-12-01,20147,20245,20121,20136,1520
2015-12-02,20190,20190,19989,20006,1201
2015-12-03,19989,20148,19921,20134,1820
2015-12-04,20130,20499,20080,20441,2630
2015-12-07,20425,20450,20295,20314,1080
2015-12-08,20290,20340,20188,20307,1036
2015-12-09,20310,20436,20251,20350,1272
2015-12-10,20340,20340,20226,20239,839
2015-12-11,20210,20427,20161,20384,1564
2015-12-14,20449,20449,20180,20195,1720
2015-12-15,20176,20221,20106,20135,996
2015-12-16,20161,20277,20121,20256,1218
2015-12-17,20200,20200,19793,19860,1958
2015-12-18,19856,20095,19814,20012,1547
2015-12-21,20040,20210,20017,20195,1049
2015-12-22,20165,20190,20100,20122,1056
2015-12-23,20100,20110,20000,20013,718
2015-12-24,20029,20057,19992,20032,462
2015-12-28,19980,20028,19925,19980,549
2015-12-29,20021,20113,19965,20016,381
2015-12-30,20050,20076,19863,19925,241
2015-12-31,19900,20158,19875,19881,269
2016-01-01,20005,20087,20005,20075,214
2016-01-04,20100,20408,20096,20306,2249
2016-01-05,20315,20370,20265,20307,983
2016-01-06,20345,20580,20335,20546,2210
2016-01-07,20600,20847,20590,20832,2493
2016-01-08,20786,20800,20630,20741,1490
2016-01-11,20818,20818,20645,20680,1100
2016-01-12,20670,20718,20505,20543,1109
2016-01-13,20524,20588,20410,20567,1187
2016-01-14,20648,20770,20470,20503,1387
2016-01-15,20550,20879,20524,20832,1768
2016-01-18,20819,20832,20727,20782,891
2016-01-19,20725,20779,20676,20742,1016
2016-01-20,20800,21147,20790,21095,1693
2016-01-21,21001,21050,20850,20872,1265
2016-01-22,20899,20920,20820,20856,653
2016-01-25,20894,21050,20870,21010,720
2016-01-27,21100,21444,21100,21329,409
2016-01-28,21400,21445,21201,21286,225
2016-01-29,21350,21700,21050,21366,277
2016-02-01,21321,21450,21259,21433,1021
2016-02-02,21415,21490,21372,21426,959
2016-02-03,21450,21650,21450,21625,1357
2016-02-04,21612,21815,21566,21793,1940
2016-02-05,21760,21871,21710,21853,1502
2016-02-08,21918,22688,21906,22636,2893
2016-02-09,22560,22697,22432,22624,1855
2016-02-10,22571,22595,22385,22499,1378
2016-02-11,22598,23935,22598,23702,4779
2016-02-12,23608,23740,23400,23456,2283
2016-02-15,23307,23307,22901,22964,1970
2016-02-16,22800,23220,22700,23089,2437
2016-02-17,23183,23200,22960,23069,1610
2016-02-18,23050,23414,22925,23363,1614
2016-02-19,23383,23598,23205,23528,2096
2016-02-22,23455,23455,23121,23212,1745
2016-02-23,23250,23580,23250,23531,1045
2016-02-24,23571,23920,23502,23763,1366
2016-02-25,23786,23993,23661,23903,638
2016-02-26,24030,24040,23760,23911,411
2016-02-29,24195,24501,23412,24064,574
2016-03-01,23715,23820,23405,23432,3104
2016-03-02,23495,23580,23350,23533,1906
2016-03-03,23500,23750,23451,23733,2060
2016-03-04,23762,24054,23625,23904,4329
2016-03-07,24025,24060,23810,23846,992
2016-03-08,23988,24175,23945,24006,2640
2016-03-09,23960,23960,23745,23863,2686
2016-03-10,23781,24042,23537,24018,3593
2016-03-11,24085,24124,23791,23814,2203
2016-03-14,23771,23850,23580,23617,2200
2016-03-15,23580,23580,23357,23465,2032
2016-03-16,23509,23544,23375,23401,1472
2016-03-17,23593,23809,23593,23683,2328
2016-03-18,23750,23794,23450,23509,2147
2016-03-21,23451,23529,23290,23380,1835
2016-03-22,23360,23545,23327,23403,1938
2016-03-23,23335,23350,23010,23065,1690
2016-03-24,23010,23222,22806,22943,409
2016-03-28,22850,23025,22751,22989,687
2016-03-29,23000,23075,22801,23007,531
2016-03-30,22921,23050,22825,22929,299
2016-03-31,22900,23550,22250,22361,507
2016-04-01,23006,23118,22745,22844,1937
2016-04-04,22898,22898,22756,22790,894
2016-04-05,22828,23180,22828,23101,2223
2016-04-06,23146,23160,23015,23057,1096
2016-04-07,23103,23349,23101,23326,2185
2016-04-08,23326,23344,23223,23331,1346
2016-04-11,23360,23697,23360,23539,1658
2016-04-12,23446,23685,23430,23569,1648
2016-04-13,23490,23551,23455,23530,1466
2016-04-14,23461,23480,23212,23241,1270
2016-04-15,23267,23349,23266,23333,613
2016-04-18,23315,23529,23315,23379,1204
2016-04-19,23500,23650,23453,23599,1017
2016-04-20,23551,23660,23530,23617,1034
2016-04-21,23591,23945,23572,23715,1759
2016-04-22,23703,23849,23553,23602,1432
2016-04-25,23625,23880,23590,23782,869
2016-04-26,23774,23805,23620,23762,498
2016-04-27,23820,23995,23782,23934,436
2016-04-28,24140,24280,23896,24188,304
2016-04-29,24188,24800,23700,24535,392
2016-05-02,24350,24551,24350,24409,1976
2016-05-03,24360,24495,24316,24392,2024
2016-05-04,24335,24400,24221,24248,1926
2016-05-05,24360,24360,24180,24204,1754
2016-05-06,24250,24499,24250,24475,2268
2016-05-09,24450,24450,24161,24185,2341
2016-05-10,24194,24222,24011,24106,1617
2016-05-11,24165,24280,24151,24176,1483
2016-05-12,24130,24251,24081,24148,1469
2016-05-13,24194,24240,24115,24204,1132
2016-05-16,24250,24368,24190,24209,1262
2016-05-17,24281,24288,24175,24251,1273
2016-05-18,24234,24337,24215,24292,995
2016-05-19,24225,24235,24015,24126,1319
2016-05-20,24075,24149,24051,24079,824
2016-05-23,24070,24127,24024,24099,920
2016-05-24,24076,24090,23903,23945,1344
2016-05-25,23900,23938,23575,23609,1510
2016-05-26,23666,23800,23200,23275,790
2016-05-27,23050,23293,22801,22915,231
2016-05-30,22901,23098,22811,22935,185
2016-05-31,22950,23139,22941,22968,235
2016-06-01,23146,23353,23146,23256,1315
2016-06-02,23267,23339,23153,23178,932
2016-06-03,23160,23562,23149,23523,2020
2016-06-06,23501,23605,23500,23553,879
2016-06-07,23540,23586,23373,23499,1025
2016-06-08,23540,23740,23535,23671,1300
2016-06-09,23805,23851,23639,23834,1129
2016-06-10,23725,23961,23720,23926,1351
2016-06-13,23962,24180,23900,24149,1599
2016-06-14,24150,24252,24049,24228,1201
2016-06-15,24154,24234,24115,24164,863
2016-06-16,24245,24610,24144,24257,2436
2016-06-17,24199,24219,24057,24196,1361
2016-06-20,24110,24295,24081,24266,1134
2016-06-21,24210,24250,24023,24064,1100
2016-06-22,24060,24080,23881,23946,1032
2016-06-23,23880,23987,23760,23828,1368
2016-06-24,24200,25257,24200,24810,2116
2016-06-27,24801,25244,24790,24883,403
2016-06-28,24844,24898,24709,24752,241
2016-06-29,24830,24890,24767,24825,141
2016-06-30,24780,25188,24650,24799,169
2016-07-01,25044,25250,25044,25187,1577
2016-07-04,25251,25490,25251,25393,1479
2016-07-05,25291,25489,25214,25453,1863
2016-07-06,25640,25790,25462,25530,1486
2016-07-07,25501,25568,25324,25401,1958
2016-07-08,25397,25397,25120,25318,1787
2016-07-11,25400,25447,25200,25245,1191
2016-07-12,25239,25290,24925,24951,2038
2016-07-13,25000,25140,25000,25097,1041
2016-07-14,25110,25110,24820,24896,1739
